CustomerID,Churn,Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Mobile Phone,PreferredLoginDevice_Phone,PreferredPaymentMode_COD,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Male,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Married,MaritalStatus_Single
50651,0,16.0,3,31.0,3.0,4,2,6,0,13.0,1.0,2.0,0.0,234,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
50652,1,0.0,3,14.0,2.0,3,2,2,1,14.0,0.0,1.0,2.0,123,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
50653,1,9.0,1,16.0,2.0,4,5,2,0,13.0,1.0,1.0,0.0,114,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
50654,0,19.0,1,14.0,3.0,4,5,9,1,23.0,1.0,1.0,7.0,146,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
50655,1,14.0,1,14.0,2.0,3,3,10,1,12.0,1.0,2.0,7.0,125,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
50656,1,0.0,1,30.0,3.0,4,5,2,0,12.0,0.0,1.0,9.0,187,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
50657,0,0.0,1,6.0,2.0,4,5,2,0,16.0,0.0,1.0,3.0,140,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
50658,0,3.0,1,26.0,2.0,3,5,1,0,15.0,1.0,1.0,2.0,200,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
50659,0,14.0,1,13.0,2.0,1,3,2,0,13.0,1.0,1.0,8.0,134,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
50660,0,11.0,1,23.0,3.0,4,3,1,0,18.0,0.0,1.0,9.0,188,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50661,0,13.0,1,26.0,3.0,3,2,5,0,20.0,4.0,11.0,1.0,203,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
50662,0,0.0,1,14.0,2.0,5,3,2,0,19.0,1.0,1.0,2.0,146,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
50663,0,28.0,1,8.0,3.0,3,4,4,0,18.0,1.0,1.0,3.0,210,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
50664,0,1.0,1,16.0,2.0,3,3,4,0,13.0,1.0,1.0,7.0,137,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
50665,1,7.0,2,6.0,3.0,4,5,10,0,14.0,2.0,3.0,6.0,205,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
50666,0,6.0,1,11.0,2.0,4,2,5,0,15.0,0.0,1.0,2.0,171,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
50667,1,0.0,3,10.0,2.0,3,5,1,1,22.0,3.0,4.0,7.0,196,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
50668,1,0.0,1,35.0,2.0,4,3,2,0,22.0,3.0,3.0,8.0,145,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
50669,0,9.0,1,21.0,2.0,3,3,2,0,16.0,2.0,2.0,2.0,122,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
50670,0,7.0,1,9.0,2.0,3,2,1,0,17.0,1.0,1.0,4.0,178,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
50671,0,10.0,3,16.0,2.0,4,2,3,1,14.0,0.0,1.0,0.0,167,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
50672,1,0.0,1,10.0,2.0,3,2,2,1,15.0,5.0,5.0,6.0,137,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
50673,1,0.0,1,14.0,2.0,3,3,2,0,20.0,1.0,1.0,0.0,124,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
50674,1,9.0,1,31.0,2.0,4,4,5,1,20.0,0.0,2.0,2.0,123,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
50675,0,15.0,1,8.0,2.0,3,5,1,0,17.0,1.0,13.0,7.0,277,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
50676,1,0.0,1,14.0,2.0,4,4,2,0,15.0,0.0,1.0,0.0,126,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
50677,1,13.0,3,6.0,2.0,3,3,4,1,14.0,0.0,1.0,0.0,147,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
50678,0,6.0,3,13.0,1.0,3,4,1,0,17.0,1.0,1.0,2.0,143,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
50679,0,7.0,1,9.0,3.0,4,2,4,0,17.0,1.0,1.0,0.0,130,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
50680,0,21.0,1,6.0,2.0,1,2,3,0,22.0,1.0,2.0,1.0,269,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
50681,0,18.0,3,15.0,3.0,4,3,2,0,13.0,0.0,4.0,12.0,156,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
50682,0,25.0,1,13.0,2.0,3,4,8,0,19.0,3.0,4.0,0.0,204,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
50683,0,11.0,3,16.0,3.0,4,3,1,1,14.0,2.0,2.0,7.0,187,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
50684,0,2.0,1,14.0,3.0,3,2,5,0,22.0,0.0,1.0,7.0,125,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
50685,0,1.0,1,9.0,3.0,3,4,1,0,17.0,0.0,1.0,7.0,177,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
50686,0,19.0,3,9.0,2.0,3,3,4,0,12.0,1.0,4.0,9.0,275,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
50687,0,11.0,3,8.0,2.0,3,4,8,0,16.0,1.0,1.0,0.0,174,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
50688,0,16.0,1,33.0,2.0,3,5,9,0,11.0,0.0,1.0,1.0,208,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50689,1,2.0,1,8.0,2.0,3,2,8,0,11.0,7.0,11.0,3.0,222,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
50690,0,13.0,1,20.0,2.0,4,3,2,0,15.0,4.0,4.0,9.0,296,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
50691,0,9.0,1,6.0,3.0,4,4,2,1,11.0,0.0,2.0,2.0,121,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
50692,0,12.0,1,15.0,3.0,3,4,21,0,15.0,1.0,1.0,3.0,168,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
50693,0,9.0,1,24.0,3.0,3,2,3,0,20.0,1.0,1.0,9.0,178,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
50694,0,4.0,3,26.0,3.0,1,2,1,0,12.0,1.0,2.0,2.0,128,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
50695,0,1.0,1,8.0,3.0,4,4,1,0,17.0,0.0,1.0,4.0,132,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
50696,0,8.0,3,17.0,2.0,3,2,2,0,11.0,0.0,1.0,2.0,150,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
50697,0,22.0,3,14.0,2.0,4,4,7,0,17.0,1.0,2.0,3.0,231,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
50698,0,7.0,1,8.0,3.0,3,3,3,0,11.0,1.0,1.0,2.0,140,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
50699,0,2.0,1,16.0,3.0,3,4,1,0,14.0,1.0,1.0,1.0,133,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
50700,0,15.0,1,35.0,2.0,5,2,5,0,19.0,1.0,1.0,0.0,143,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
50701,0,2.0,1,14.0,3.0,4,2,2,1,13.0,0.0,1.0,2.0,151,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
50702,0,11.0,2,6.0,3.0,1,3,2,0,13.0,1.0,5.0,0.0,128,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
50703,0,4.0,1,12.0,3.0,4,3,2,1,14.0,1.0,1.0,2.0,127,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
50704,1,9.0,1,14.0,3.0,3,3,2,0,12.0,0.0,1.0,0.0,119,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
50705,1,0.0,3,15.0,3.0,3,5,1,1,17.0,0.0,1.0,3.0,182,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
50706,0,14.0,1,18.0,2.0,3,2,4,1,11.0,1.0,1.0,0.0,148,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
50707,1,0.0,1,14.0,3.0,3,3,2,0,12.0,2.0,2.0,2.0,126,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
50708,0,10.0,1,31.0,2.0,4,2,8,0,13.0,0.0,1.0,3.0,157,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
50709,0,0.0,1,14.0,2.0,4,3,2,0,13.0,2.0,2.0,2.0,125,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
50710,0,7.0,3,15.0,3.0,3,3,2,0,20.0,1.0,1.0,3.0,157,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
50711,0,8.0,2,14.0,3.0,3,3,2,0,17.0,0.0,1.0,4.0,143,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
50712,1,0.0,3,29.0,2.0,4,5,2,0,13.0,0.0,3.0,10.0,173,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50713,0,13.0,1,15.0,2.0,3,3,10,0,17.0,0.0,2.0,13.0,235,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
50714,1,5.0,3,18.0,2.0,3,5,1,1,12.0,7.0,2.0,14.0,238,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
50715,0,15.0,3,10.0,2.0,3,5,8,0,13.0,1.0,1.0,5.0,152,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
50716,0,9.0,1,6.0,2.0,4,3,7,0,12.0,1.0,1.0,7.0,123,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
50717,0,0.0,1,30.0,2.0,3,4,9,0,22.0,1.0,1.0,2.0,136,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
50718,1,0.0,1,14.0,3.0,3,2,2,1,11.0,1.0,1.0,0.0,125,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
50719,0,0.0,1,9.0,2.0,1,2,2,0,22.0,1.0,1.0,7.0,144,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
50720,0,3.0,3,16.0,3.0,4,3,2,0,18.0,1.0,1.0,4.0,166,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
50721,0,13.0,1,32.0,3.0,4,2,4,1,13.0,1.0,1.0,0.0,144,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
50722,0,8.0,1,8.0,2.0,4,4,3,0,18.0,6.0,6.0,4.0,203,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
50723,0,7.0,1,6.0,3.0,4,5,1,0,20.0,1.0,4.0,9.0,153,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
50724,0,8.0,1,14.0,2.0,4,2,2,0,13.0,2.0,2.0,2.0,124,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
50725,1,6.0,3,15.0,2.0,5,3,9,0,13.0,1.0,1.0,3.0,153,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
50726,0,5.0,3,8.0,3.0,3,5,2,0,12.0,0.0,1.0,0.0,128,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
50727,0,29.0,1,10.0,3.0,3,5,5,0,15.0,0.0,4.0,2.0,299,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
50728,0,2.0,1,12.0,3.0,3,2,2,0,13.0,0.0,1.0,8.0,131,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50729,0,0.0,1,14.0,2.0,3,5,2,0,25.0,0.0,1.0,0.0,126,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
50730,0,18.0,1,13.0,2.0,3,3,5,1,19.0,1.0,1.0,2.0,145,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
50731,0,10.0,1,6.0,2.0,4,2,2,0,13.0,3.0,3.0,11.0,165,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
50732,0,0.0,1,9.0,3.0,4,3,2,0,12.0,0.0,1.0,2.0,130,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
50733,1,7.0,1,16.0,3.0,3,3,2,1,11.0,1.0,1.0,2.0,129,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
50734,0,26.0,1,13.0,2.0,3,3,4,0,18.0,1.0,4.0,7.0,286,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
50735,0,9.0,1,21.0,3.0,5,2,1,1,18.0,1.0,1.0,3.0,122,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
50736,1,0.0,1,9.0,3.0,4,2,1,1,11.0,0.0,1.0,0.0,129,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
50737,0,19.0,3,8.0,3.0,3,5,9,0,23.0,1.0,15.0,9.0,270,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
50738,0,9.0,1,23.0,3.0,5,3,3,0,13.0,1.0,1.0,0.0,123,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
50739,0,6.0,2,8.0,2.0,3,3,2,0,13.0,0.0,1.0,4.0,136,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
50740,1,9.0,1,11.0,3.0,4,5,7,0,17.0,1.0,1.0,0.0,121,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
50741,0,3.0,3,35.0,3.0,3,5,9,0,19.0,1.0,1.0,3.0,141,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
50742,0,13.0,3,8.0,3.0,3,4,6,0,12.0,1.0,1.0,0.0,143,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
50743,0,23.0,1,8.0,1.0,3,5,3,0,22.0,1.0,2.0,2.0,279,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
50744,0,1.0,1,25.0,3.0,4,5,2,0,12.0,1.0,3.0,3.0,132,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
50745,0,19.0,1,21.0,2.0,3,4,6,0,11.0,1.0,1.0,3.0,291,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
50746,0,8.0,3,23.0,3.0,3,5,4,1,15.0,1.0,1.0,7.0,190,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
50747,1,9.0,1,23.0,3.0,3,4,2,0,13.0,0.0,1.0,0.0,122,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
50748,0,6.0,3,31.0,2.0,3,3,2,0,12.0,0.0,1.0,1.0,145,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
50749,0,9.0,1,12.0,3.0,5,3,2,0,14.0,0.0,1.0,7.0,127,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
50750,0,3.0,1,13.0,2.0,3,3,2,0,13.0,8.0,8.0,9.0,135,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
50751,0,17.0,1,35.0,2.0,3,2,2,0,25.0,1.0,1.0,17.0,145,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1
50752,0,0.0,3,27.0,3.0,1,2,2,0,17.0,0.0,2.0,2.0,127,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
50753,0,19.0,1,8.0,2.0,3,2,3,0,11.0,1.0,1.0,4.0,174,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
50754,0,15.0,2,8.0,3.0,1,5,8,0,16.0,0.0,1.0,3.0,163,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
50755,0,30.0,3,13.0,2.0,1,2,1,1,18.0,0.0,1.0,9.0,152,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
50756,0,5.0,1,19.0,3.0,4,4,2,0,20.0,0.0,2.0,2.0,127,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
50757,0,5.0,1,8.0,2.0,3,3,5,1,14.0,1.0,1.0,7.0,150,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
50758,0,9.0,1,6.0,3.0,5,5,3,1,21.0,5.0,7.0,7.0,203,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
50759,0,6.0,1,15.0,3.0,3,2,1,0,13.0,1.0,4.0,10.0,128,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
50760,0,13.0,3,16.0,2.0,4,4,8,0,12.0,1.0,1.0,3.0,169,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
50761,0,0.0,3,16.0,2.0,3,2,1,0,14.0,0.0,1.0,1.0,150,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
50762,0,3.0,1,6.0,3.0,3,4,1,1,21.0,1.0,5.0,7.0,136,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
50763,0,15.0,1,32.0,2.0,3,5,4,1,17.0,0.0,2.0,0.0,232,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50764,0,8.0,3,14.0,3.0,4,2,5,1,11.0,2.0,4.0,12.0,204,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50765,0,9.0,1,20.0,2.0,3,5,2,1,14.0,2.0,6.0,8.0,122,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
50766,0,27.0,1,6.0,2.0,3,3,8,0,17.0,1.0,1.0,4.0,205,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
50767,0,9.0,1,8.0,3.0,1,2,2,0,13.0,6.0,7.0,7.0,120,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
50768,1,9.0,1,16.0,3.0,4,4,2,1,25.0,1.0,1.0,0.0,119,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
50769,0,2.0,1,6.0,3.0,3,2,2,0,15.0,0.0,1.0,2.0,138,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
50770,0,27.0,1,9.0,2.0,3,2,4,0,14.0,1.0,1.0,9.0,278,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
50771,0,4.0,1,17.0,3.0,3,5,2,1,12.0,0.0,1.0,1.0,168,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
50772,0,4.0,1,30.0,3.0,4,5,2,0,19.0,0.0,1.0,8.0,168,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
50773,0,30.0,3,9.0,2.0,4,2,6,0,17.0,0.0,1.0,5.0,152,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
50774,0,16.0,1,9.0,3.0,5,2,4,0,15.0,1.0,1.0,7.0,297,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
50775,0,22.0,1,10.0,2.0,4,3,3,0,13.0,1.0,1.0,0.0,287,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
50776,0,9.0,1,9.0,2.0,3,4,2,0,12.0,1.0,1.0,7.0,137,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
50777,0,21.0,1,14.0,3.0,1,4,6,0,11.0,0.0,1.0,0.0,126,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1
50778,0,0.0,1,14.0,3.0,3,3,2,0,11.0,1.0,1.0,3.0,125,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
50779,0,2.0,1,13.0,2.0,3,2,2,1,11.0,0.0,1.0,0.0,166,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
50780,0,21.0,1,6.0,3.0,4,2,7,0,12.0,1.0,1.0,0.0,283,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
50781,0,2.0,1,6.0,2.0,4,2,4,0,14.0,1.0,1.0,7.0,261,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
50782,0,7.0,1,14.0,2.0,1,3,1,0,17.0,1.0,1.0,0.0,126,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
50783,0,17.0,3,11.0,2.0,3,4,8,0,11.0,1.0,3.0,10.0,282,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
50784,0,6.0,3,16.0,2.0,1,3,1,1,14.0,1.0,1.0,8.0,184,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
50785,0,0.0,1,31.0,3.0,1,2,2,1,12.0,1.0,1.0,1.0,130,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
50786,0,9.0,1,6.0,2.0,3,3,2,0,22.0,0.0,1.0,1.0,112,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
50787,1,0.0,3,30.0,3.0,5,2,2,1,14.0,1.0,1.0,0.0,111,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
50788,0,0.0,1,10.0,3.0,3,2,2,1,20.0,0.0,2.0,2.0,129,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
50789,1,8.0,3,8.0,3.0,5,4,3,1,16.0,1.0,1.0,11.0,288,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
50790,0,28.0,1,14.0,2.0,4,4,2,1,15.0,3.0,2.0,0.0,236,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
50791,1,0.0,1,14.0,2.0,4,3,2,0,20.0,2.0,2.0,2.0,126,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
50792,0,19.0,3,10.0,2.0,4,4,3,0,14.0,1.0,1.0,8.0,288,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
50793,0,7.0,3,8.0,2.0,3,5,1,1,12.0,1.0,1.0,2.0,145,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
50794,0,24.0,3,15.0,2.0,3,4,5,1,15.0,2.0,11.0,10.0,298,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
50795,0,30.0,1,24.0,3.0,3,2,7,0,12.0,1.0,5.0,4.0,205,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
50796,0,7.0,1,25.0,2.0,3,4,5,0,13.0,3.0,5.0,10.0,144,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
50797,0,9.0,1,6.0,2.0,3,3,1,1,11.0,0.0,1.0,2.0,122,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
50798,0,17.0,1,10.0,3.0,1,5,2,0,14.0,1.0,14.0,13.0,292,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
50799,0,7.0,2,17.0,2.0,4,4,5,0,11.0,0.0,1.0,8.0,145,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
50800,0,8.0,1,12.0,3.0,3,3,1,1,14.0,1.0,2.0,2.0,135,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
50801,0,15.0,1,14.0,3.0,1,4,7,1,16.0,0.0,1.0,0.0,124,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50802,0,16.0,3,10.0,2.0,4,2,4,0,14.0,10.0,15.0,17.0,202,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
50803,0,9.0,1,8.0,2.0,3,4,10,1,11.0,4.0,5.0,12.0,154,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
50804,1,7.0,1,21.0,3.0,3,2,2,0,11.0,0.0,1.0,5.0,180,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50805,0,1.0,1,8.0,2.0,4,2,2,1,12.0,2.0,2.0,2.0,139,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
50806,0,24.0,1,12.0,3.0,4,3,1,0,14.0,7.0,7.0,7.0,128,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
50807,0,3.0,1,15.0,3.0,3,3,8,1,18.0,1.0,1.0,7.0,147,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
50808,1,0.0,1,13.0,2.0,3,3,4,1,13.0,1.0,7.0,7.0,133,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
50809,0,9.0,1,6.0,2.0,3,5,3,0,11.0,0.0,1.0,2.0,121,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
50810,0,9.0,1,6.0,2.0,3,4,2,0,18.0,1.0,2.0,1.0,121,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
50811,0,5.0,3,14.0,2.0,1,2,2,0,15.0,0.0,1.0,8.0,162,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
50812,0,18.0,1,31.0,2.0,3,4,4,0,22.0,1.0,1.0,0.0,281,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
50813,0,12.0,1,19.0,3.0,4,4,7,1,13.0,1.0,15.0,2.0,271,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
50814,0,30.0,1,14.0,2.0,3,3,2,0,12.0,2.0,2.0,2.0,124,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
50815,1,0.0,1,13.0,3.0,3,3,2,0,18.0,1.0,1.0,1.0,149,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
50816,1,2.0,1,29.0,3.0,3,5,1,0,13.0,0.0,1.0,3.0,139,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
50817,0,3.0,1,12.0,2.0,4,2,1,0,12.0,5.0,6.0,7.0,146,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
50818,0,9.0,1,16.0,3.0,3,3,4,0,12.0,0.0,1.0,7.0,171,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
50819,0,19.0,2,6.0,2.0,3,5,7,0,12.0,3.0,5.0,7.0,134,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
50820,0,1.0,1,6.0,2.0,5,2,1,0,11.0,7.0,7.0,5.0,167,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
50821,0,23.0,1,34.0,2.0,3,5,5,1,11.0,1.0,1.0,2.0,269,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
50822,1,3.0,3,31.0,2.0,4,4,3,1,12.0,0.0,1.0,0.0,191,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
50823,1,15.0,3,11.0,3.0,3,4,10,1,19.0,5.0,7.0,7.0,184,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
50824,0,3.0,1,23.0,3.0,3,5,2,1,23.0,0.0,1.0,3.0,219,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50825,0,12.0,1,24.0,2.0,3,3,1,0,11.0,0.0,1.0,7.0,145,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
50826,0,4.0,3,8.0,2.0,3,3,2,1,19.0,3.0,9.0,6.0,199,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
50827,0,14.0,3,16.0,2.0,5,4,2,0,13.0,3.0,11.0,9.0,162,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
