CustomerID,Churn,Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Mobile Phone,PreferredLoginDevice_Phone,PreferredPaymentMode_COD,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Male,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Married,MaritalStatus_Single,DissatisfactionIndex,DeviceToTenureRatio,InactivityRatio,RecencyWeight,SpendVelocity
50650,0,28.0,1,8.0,2.0,4,5,8,0,15.0,1.0,6.0,2.0,268,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0.0,0.13793103448275862,0.06896551724137931,2.0,5.0
50651,0,16.0,3,31.0,3.0,4,2,6,0,13.0,1.0,2.0,0.0,234,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.0,0.23529411764705882,0.0,2.0,13.0
50652,1,0.0,3,14.0,2.0,3,2,2,1,14.0,0.0,1.0,2.0,123,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1.5,3.0,2.0,0.3333333333333333,4.666666666666667
50653,1,9.0,1,16.0,2.0,4,5,2,0,13.0,1.0,1.0,0.0,114,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.0,0.4,0.0,1.0,13.0
50654,0,19.0,1,14.0,3.0,4,5,9,1,23.0,1.0,1.0,7.0,146,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0,0.2,0.35,0.125,2.875
50655,1,14.0,1,14.0,2.0,3,3,10,1,12.0,1.0,2.0,7.0,125,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.6666666666666666,0.2,0.4666666666666667,0.25,1.5
50656,1,0.0,1,30.0,3.0,4,5,2,0,12.0,0.0,1.0,9.0,187,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,4.0,9.0,0.1,1.2
50657,0,0.0,1,6.0,2.0,4,5,2,0,16.0,0.0,1.0,3.0,140,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.0,4.0,3.0,0.25,4.0
50658,0,3.0,1,26.0,2.0,3,5,1,0,15.0,1.0,1.0,2.0,200,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0.0,0.75,0.5,0.3333333333333333,5.0
50659,0,14.0,1,13.0,2.0,1,3,2,0,13.0,1.0,1.0,8.0,134,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.06666666666666667,0.5333333333333333,0.1111111111111111,1.4444444444444444
50660,0,11.0,1,23.0,3.0,4,3,1,0,18.0,0.0,1.0,9.0,188,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.3333333333333333,0.75,0.1,1.8
50661,0,13.0,1,26.0,3.0,3,2,5,0,20.0,4.0,11.0,1.0,203,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.21428571428571427,0.07142857142857142,5.5,10.0
50662,0,0.0,1,14.0,2.0,5,3,2,0,19.0,1.0,1.0,2.0,146,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0.0,5.0,2.0,0.3333333333333333,6.333333333333333
50663,0,28.0,1,8.0,3.0,3,4,4,0,18.0,1.0,1.0,3.0,210,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0.10344827586206896,0.10344827586206896,0.25,4.5
50664,0,1.0,1,16.0,2.0,3,3,4,0,13.0,1.0,1.0,7.0,137,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0.0,1.5,3.5,0.125,1.625
50665,1,7.0,2,6.0,3.0,4,5,10,0,14.0,2.0,3.0,6.0,205,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.5,0.75,0.42857142857142855,2.0
50666,0,6.0,1,11.0,2.0,4,2,5,0,15.0,0.0,1.0,2.0,171,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.0,0.5714285714285714,0.2857142857142857,0.3333333333333333,5.0
50667,1,0.0,3,10.0,2.0,3,5,1,1,22.0,3.0,4.0,7.0,196,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,3.0,7.0,0.5,2.75
50668,1,0.0,1,35.0,2.0,4,3,2,0,22.0,3.0,3.0,8.0,145,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.0,4.0,8.0,0.3333333333333333,2.4444444444444446
50669,0,9.0,1,21.0,2.0,3,3,2,0,16.0,2.0,2.0,2.0,122,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,0.3,0.2,0.6666666666666666,5.333333333333333
50670,0,7.0,1,9.0,2.0,3,2,1,0,17.0,1.0,1.0,4.0,178,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0.0,0.375,0.5,0.2,3.4
50671,0,10.0,3,16.0,2.0,4,2,3,1,14.0,0.0,1.0,0.0,167,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1.5,0.36363636363636365,0.0,1.0,14.0
50672,1,0.0,1,10.0,2.0,3,2,2,1,15.0,5.0,5.0,6.0,137,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.5,3.0,6.0,0.7142857142857143,2.142857142857143
50673,1,0.0,1,14.0,2.0,3,3,2,0,20.0,1.0,1.0,0.0,124,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.0,3.0,0.0,1.0,20.0
50674,1,9.0,1,31.0,2.0,4,4,5,1,20.0,0.0,2.0,2.0,123,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.3333333333333333,0.4,0.2,0.6666666666666666,6.666666666666667
50675,0,15.0,1,8.0,2.0,3,5,1,0,17.0,1.0,13.0,7.0,277,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.0,0.1875,0.4375,1.625,2.125
50676,1,0.0,1,14.0,2.0,4,4,2,0,15.0,0.0,1.0,0.0,126,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.0,4.0,0.0,1.0,15.0
50677,1,13.0,3,6.0,2.0,3,3,4,1,14.0,0.0,1.0,0.0,147,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1.0,0.21428571428571427,0.0,1.0,14.0
50678,0,6.0,3,13.0,1.0,3,4,1,0,17.0,1.0,1.0,2.0,143,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.42857142857142855,0.2857142857142857,0.3333333333333333,5.666666666666667
50679,0,7.0,1,9.0,3.0,4,2,4,0,17.0,1.0,1.0,0.0,130,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.0,0.5,0.0,1.0,17.0
50680,0,21.0,1,6.0,2.0,1,2,3,0,22.0,1.0,2.0,1.0,269,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0.0,0.045454545454545456,0.045454545454545456,1.0,11.0
50681,0,18.0,3,15.0,3.0,4,3,2,0,13.0,0.0,4.0,12.0,156,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.21052631578947367,0.631578947368421,0.3076923076923077,1.0
50682,0,25.0,1,13.0,2.0,3,4,8,0,19.0,3.0,4.0,0.0,204,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0,0.11538461538461539,0.0,4.0,19.0
50683,0,11.0,3,16.0,3.0,4,3,1,1,14.0,2.0,2.0,7.0,187,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.6666666666666666,0.3333333333333333,0.5833333333333334,0.25,1.75
50684,0,2.0,1,14.0,3.0,3,2,5,0,22.0,0.0,1.0,7.0,125,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.0,1.0,2.3333333333333335,0.125,2.75
50685,0,1.0,1,9.0,3.0,3,4,1,0,17.0,0.0,1.0,7.0,177,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,1.5,3.5,0.125,2.125
50686,0,19.0,3,9.0,2.0,3,3,4,0,12.0,1.0,4.0,9.0,275,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.0,0.15,0.45,0.4,1.2
50687,0,11.0,3,8.0,2.0,3,4,8,0,16.0,1.0,1.0,0.0,174,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0.0,0.25,0.0,1.0,16.0
50688,0,16.0,1,33.0,2.0,3,5,9,0,11.0,0.0,1.0,1.0,208,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.17647058823529413,0.058823529411764705,0.5,5.5
50689,1,2.0,1,8.0,2.0,3,2,8,0,11.0,7.0,11.0,3.0,222,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0.0,1.0,1.0,2.75,2.75
50690,0,13.0,1,20.0,2.0,4,3,2,0,15.0,4.0,4.0,9.0,296,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0.0,0.2857142857142857,0.6428571428571429,0.4,1.5
50691,0,9.0,1,6.0,3.0,4,4,2,1,11.0,0.0,2.0,2.0,121,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0.3333333333333333,0.4,0.2,0.6666666666666666,3.6666666666666665
50692,0,12.0,1,15.0,3.0,3,4,21,0,15.0,1.0,1.0,3.0,168,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0.0,0.23076923076923078,0.23076923076923078,0.25,3.75
50693,0,9.0,1,24.0,3.0,3,2,3,0,20.0,1.0,1.0,9.0,178,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0.0,0.3,0.9,0.1,2.0
50694,0,4.0,3,26.0,3.0,1,2,1,0,12.0,1.0,2.0,2.0,128,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.0,0.2,0.4,0.6666666666666666,4.0
50695,0,1.0,1,8.0,3.0,4,4,1,0,17.0,0.0,1.0,4.0,132,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.0,2.0,2.0,0.2,3.4
50696,0,8.0,3,17.0,2.0,3,2,2,0,11.0,0.0,1.0,2.0,150,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,3.6666666666666665
50697,0,22.0,3,14.0,2.0,4,4,7,0,17.0,1.0,2.0,3.0,231,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0.17391304347826086,0.13043478260869565,0.5,4.25
50698,0,7.0,1,8.0,3.0,3,3,3,0,11.0,1.0,1.0,2.0,140,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0.0,0.375,0.25,0.3333333333333333,3.6666666666666665
50699,0,2.0,1,16.0,3.0,3,4,1,0,14.0,1.0,1.0,1.0,133,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.0,1.0,0.3333333333333333,0.5,7.0
50700,0,15.0,1,35.0,2.0,5,2,5,0,19.0,1.0,1.0,0.0,143,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.0,0.3125,0.0,1.0,19.0
50701,0,2.0,1,14.0,3.0,4,2,2,1,13.0,0.0,1.0,2.0,151,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1.5,1.3333333333333333,0.6666666666666666,0.3333333333333333,4.333333333333333
50702,0,11.0,2,6.0,3.0,1,3,2,0,13.0,1.0,5.0,0.0,128,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,0.08333333333333333,0.0,5.0,13.0
50703,0,4.0,1,12.0,3.0,4,3,2,1,14.0,1.0,1.0,2.0,127,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1.0,0.8,0.4,0.3333333333333333,4.666666666666667
50704,1,9.0,1,14.0,3.0,3,3,2,0,12.0,0.0,1.0,0.0,119,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0,0.3,0.0,1.0,12.0
50705,1,0.0,3,15.0,3.0,3,5,1,1,17.0,0.0,1.0,3.0,182,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0,3.0,3.0,0.25,4.25
50706,0,14.0,1,18.0,2.0,3,2,4,1,11.0,1.0,1.0,0.0,148,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1.5,0.2,0.0,1.0,11.0
50707,1,0.0,1,14.0,3.0,3,3,2,0,12.0,2.0,2.0,2.0,126,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,3.0,2.0,0.6666666666666666,4.0
50708,0,10.0,1,31.0,2.0,4,2,8,0,13.0,0.0,1.0,3.0,157,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0,0.36363636363636365,0.2727272727272727,0.25,3.25
50709,0,0.0,1,14.0,2.0,4,3,2,0,13.0,2.0,2.0,2.0,125,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.0,4.0,2.0,0.6666666666666666,4.333333333333333
50710,0,7.0,3,15.0,3.0,3,3,2,0,20.0,1.0,1.0,3.0,157,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.375,0.375,0.25,5.0
50711,0,8.0,2,14.0,3.0,3,3,2,0,17.0,0.0,1.0,4.0,143,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0,0.3333333333333333,0.4444444444444444,0.2,3.4
50712,1,0.0,3,29.0,2.0,4,5,2,0,13.0,0.0,3.0,10.0,173,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,4.0,10.0,0.2727272727272727,1.1818181818181819
50713,0,13.0,1,15.0,2.0,3,3,10,0,17.0,0.0,2.0,13.0,235,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.21428571428571427,0.9285714285714286,0.14285714285714285,1.2142857142857142
50714,1,5.0,3,18.0,2.0,3,5,1,1,12.0,7.0,2.0,14.0,238,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0.0,0.5,2.3333333333333335,0.13333333333333333,0.8
50715,0,15.0,3,10.0,2.0,3,5,8,0,13.0,1.0,1.0,5.0,152,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0.0,0.1875,0.3125,0.16666666666666666,2.1666666666666665
50716,0,9.0,1,6.0,2.0,4,3,7,0,12.0,1.0,1.0,7.0,123,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.4,0.7,0.125,1.5
50717,0,0.0,1,30.0,2.0,3,4,9,0,22.0,1.0,1.0,2.0,136,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0.0,3.0,2.0,0.3333333333333333,7.333333333333333
50718,1,0.0,1,14.0,3.0,3,2,2,1,11.0,1.0,1.0,0.0,125,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.5,3.0,0.0,1.0,11.0
50719,0,0.0,1,9.0,2.0,1,2,2,0,22.0,1.0,1.0,7.0,144,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.0,1.0,7.0,0.125,2.75
50720,0,3.0,3,16.0,3.0,4,3,2,0,18.0,1.0,1.0,4.0,166,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0.0,1.0,1.0,0.2,3.6
50721,0,13.0,1,32.0,3.0,4,2,4,1,13.0,1.0,1.0,0.0,144,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.5,0.2857142857142857,0.0,1.0,13.0
50722,0,8.0,1,8.0,2.0,4,4,3,0,18.0,6.0,6.0,4.0,203,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.0,0.4444444444444444,0.4444444444444444,1.2,3.6
50723,0,7.0,1,6.0,3.0,4,5,1,0,20.0,1.0,4.0,9.0,153,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0.0,0.5,1.125,0.4,2.0
50724,0,8.0,1,14.0,2.0,4,2,2,0,13.0,2.0,2.0,2.0,124,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0.0,0.4444444444444444,0.2222222222222222,0.6666666666666666,4.333333333333333
50725,1,6.0,3,15.0,2.0,5,3,9,0,13.0,1.0,1.0,3.0,153,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.0,0.7142857142857143,0.42857142857142855,0.25,3.25
50726,0,5.0,3,8.0,3.0,3,5,2,0,12.0,0.0,1.0,0.0,128,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.0,0.5,0.0,1.0,12.0
50727,0,29.0,1,10.0,3.0,3,5,5,0,15.0,0.0,4.0,2.0,299,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.1,0.06666666666666667,1.3333333333333333,5.0
50728,0,2.0,1,12.0,3.0,3,2,2,0,13.0,0.0,1.0,8.0,131,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,2.6666666666666665,0.1111111111111111,1.4444444444444444
50729,0,0.0,1,14.0,2.0,3,5,2,0,25.0,0.0,1.0,0.0,126,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.0,3.0,0.0,1.0,25.0
50730,0,18.0,1,13.0,2.0,3,3,5,1,19.0,1.0,1.0,2.0,145,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0,0.15789473684210525,0.10526315789473684,0.3333333333333333,6.333333333333333
50731,0,10.0,1,6.0,2.0,4,2,2,0,13.0,3.0,3.0,11.0,165,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.36363636363636365,1.0,0.25,1.0833333333333333
50732,0,0.0,1,9.0,3.0,4,3,2,0,12.0,0.0,1.0,2.0,130,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.0,4.0,2.0,0.3333333333333333,4.0
50733,1,7.0,1,16.0,3.0,3,3,2,1,11.0,1.0,1.0,2.0,129,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1.0,0.375,0.25,0.3333333333333333,3.6666666666666665
50734,0,26.0,1,13.0,2.0,3,3,4,0,18.0,1.0,4.0,7.0,286,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0.0,0.1111111111111111,0.25925925925925924,0.5,2.25
50735,0,9.0,1,21.0,3.0,5,2,1,1,18.0,1.0,1.0,3.0,122,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.5,0.5,0.3,0.25,4.5
50736,1,0.0,1,9.0,3.0,4,2,1,1,11.0,0.0,1.0,0.0,129,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1.5,4.0,0.0,1.0,11.0
50737,0,19.0,3,8.0,3.0,3,5,9,0,23.0,1.0,15.0,9.0,270,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.15,0.45,1.5,2.3
50738,0,9.0,1,23.0,3.0,5,3,3,0,13.0,1.0,1.0,0.0,123,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.0,0.5,0.0,1.0,13.0
50739,0,6.0,2,8.0,2.0,3,3,2,0,13.0,0.0,1.0,4.0,136,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0.0,0.42857142857142855,0.5714285714285714,0.2,2.6
50740,1,9.0,1,11.0,3.0,4,5,7,0,17.0,1.0,1.0,0.0,121,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,0.4,0.0,1.0,17.0
50741,0,3.0,3,35.0,3.0,3,5,9,0,19.0,1.0,1.0,3.0,141,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0.0,0.75,0.75,0.25,4.75
50742,0,13.0,3,8.0,3.0,3,4,6,0,12.0,1.0,1.0,0.0,143,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.0,0.21428571428571427,0.0,1.0,12.0
50743,0,23.0,1,8.0,1.0,3,5,3,0,22.0,1.0,2.0,2.0,279,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.125,0.08333333333333333,0.6666666666666666,7.333333333333333
50744,0,1.0,1,25.0,3.0,4,5,2,0,12.0,1.0,3.0,3.0,132,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,2.0,1.5,0.75,3.0
50745,0,19.0,1,21.0,2.0,3,4,6,0,11.0,1.0,1.0,3.0,291,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.0,0.15,0.15,0.25,2.75
50746,0,8.0,3,23.0,3.0,3,5,4,1,15.0,1.0,1.0,7.0,190,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0.0,0.3333333333333333,0.7777777777777778,0.125,1.875
50747,1,9.0,1,23.0,3.0,3,4,2,0,13.0,0.0,1.0,0.0,122,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.3,0.0,1.0,13.0
50748,0,6.0,3,31.0,2.0,3,3,2,0,12.0,0.0,1.0,1.0,145,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.42857142857142855,0.14285714285714285,0.5,6.0
50749,0,9.0,1,12.0,3.0,5,3,2,0,14.0,0.0,1.0,7.0,127,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,0.5,0.7,0.125,1.75
50750,0,3.0,1,13.0,2.0,3,3,2,0,13.0,8.0,8.0,9.0,135,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0.0,0.75,2.25,0.8,1.3
50751,0,17.0,1,35.0,2.0,3,2,2,0,25.0,1.0,1.0,17.0,145,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0.0,0.16666666666666666,0.9444444444444444,0.05555555555555555,1.3888888888888888
50752,0,0.0,3,27.0,3.0,1,2,2,0,17.0,0.0,2.0,2.0,127,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0.0,1.0,2.0,0.6666666666666666,5.666666666666667
50753,0,19.0,1,8.0,2.0,3,2,3,0,11.0,1.0,1.0,4.0,174,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0.0,0.15,0.2,0.2,2.2
50754,0,15.0,2,8.0,3.0,1,5,8,0,16.0,0.0,1.0,3.0,163,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.0,0.0625,0.1875,0.25,4.0
50755,0,30.0,3,13.0,2.0,1,2,1,1,18.0,0.0,1.0,9.0,152,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1.5,0.03225806451612903,0.2903225806451613,0.1,1.8
50756,0,5.0,1,19.0,3.0,4,4,2,0,20.0,0.0,2.0,2.0,127,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,6.666666666666667
50757,0,5.0,1,8.0,2.0,3,3,5,1,14.0,1.0,1.0,7.0,150,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1.0,0.5,1.1666666666666667,0.125,1.75
50758,0,9.0,1,6.0,3.0,5,5,3,1,21.0,5.0,7.0,7.0,203,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.5,0.7,0.875,2.625
50759,0,6.0,1,15.0,3.0,3,2,1,0,13.0,1.0,4.0,10.0,128,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.42857142857142855,1.4285714285714286,0.36363636363636365,1.1818181818181819
50760,0,13.0,3,16.0,2.0,4,4,8,0,12.0,1.0,1.0,3.0,169,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.2857142857142857,0.21428571428571427,0.25,3.0
50761,0,0.0,3,16.0,2.0,3,2,1,0,14.0,0.0,1.0,1.0,150,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0.0,3.0,1.0,0.5,7.0
50762,0,3.0,1,6.0,3.0,3,4,1,1,21.0,1.0,5.0,7.0,136,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.16666666666666666,0.75,1.75,0.625,2.625
50763,0,15.0,1,32.0,2.0,3,5,4,1,17.0,0.0,2.0,0.0,232,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.1875,0.0,2.0,17.0
50764,0,8.0,3,14.0,3.0,4,2,5,1,11.0,2.0,4.0,12.0,204,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.6000000000000001,0.4444444444444444,1.3333333333333333,0.3076923076923077,0.8461538461538461
50765,0,9.0,1,20.0,2.0,3,5,2,1,14.0,2.0,6.0,8.0,122,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.0,0.3,0.8,0.6666666666666666,1.5555555555555556
50766,0,27.0,1,6.0,2.0,3,3,8,0,17.0,1.0,1.0,4.0,205,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.10714285714285714,0.14285714285714285,0.2,3.4
50767,0,9.0,1,8.0,3.0,1,2,2,0,13.0,6.0,7.0,7.0,120,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0.1,0.7,0.875,1.625
50768,1,9.0,1,16.0,3.0,4,4,2,1,25.0,1.0,1.0,0.0,119,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.5,0.4,0.0,1.0,25.0
50769,0,2.0,1,6.0,3.0,3,2,2,0,15.0,0.0,1.0,2.0,138,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.0,1.0,0.6666666666666666,0.3333333333333333,5.0
50770,0,27.0,1,9.0,2.0,3,2,4,0,14.0,1.0,1.0,9.0,278,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0.0,0.10714285714285714,0.32142857142857145,0.1,1.4
50771,0,4.0,1,17.0,3.0,3,5,2,1,12.0,0.0,1.0,1.0,168,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0.0,0.6,0.2,0.5,6.0
50772,0,4.0,1,30.0,3.0,4,5,2,0,19.0,0.0,1.0,8.0,168,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0.0,0.8,1.6,0.1111111111111111,2.111111111111111
50773,0,30.0,3,9.0,2.0,4,2,6,0,17.0,0.0,1.0,5.0,152,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0.0,0.12903225806451613,0.16129032258064516,0.16666666666666666,2.8333333333333335
50774,0,16.0,1,9.0,3.0,5,2,4,0,15.0,1.0,1.0,7.0,297,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.0,0.29411764705882354,0.4117647058823529,0.125,1.875
50775,0,22.0,1,10.0,2.0,4,3,3,0,13.0,1.0,1.0,0.0,287,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.0,0.17391304347826086,0.0,1.0,13.0
50776,0,9.0,1,9.0,2.0,3,4,2,0,12.0,1.0,1.0,7.0,137,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.3,0.7,0.125,1.5
50777,0,21.0,1,14.0,3.0,1,4,6,0,11.0,0.0,1.0,0.0,126,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.0,0.045454545454545456,0.0,1.0,11.0
50778,0,0.0,1,14.0,3.0,3,3,2,0,11.0,1.0,1.0,3.0,125,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,3.0,3.0,0.25,2.75
50779,0,2.0,1,13.0,2.0,3,2,2,1,11.0,0.0,1.0,0.0,166,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1.5,1.0,0.0,1.0,11.0
50780,0,21.0,1,6.0,3.0,4,2,7,0,12.0,1.0,1.0,0.0,283,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0.0,0.18181818181818182,0.0,1.0,12.0
